Cluster,Call_Index,Probability
3,67,0.0011402508551881414
3,70,0.0011402508551881414
3,73,0.0011402508551881414
3,75,0.0011402508551881414
4,1,0.24454604833442195
4,2,0.16211626387981712
4,3,0.11691704768125408
4,4,0.0853037230568256
4,5,0.06257348138471587
4,6,0.04467668190725017
4,7,0.037099934683213584
4,8,0.033964728935336384
4,9,0.029261920313520574
4,10,0.01998693664271718
4,11,0.01868060091443501
4,12,0.014369693011103853
4,13,0.013585891574134553
4,14,0.011365120836054865
4,15,0.011495754408883082
4,16,0.005747877204441541
4,17,0.00705421293272371
4,18,0.006531678641410843
4,19,0.006401045068582626
4,20,0.006531678641410843
4,21,0.0043109079033311565
4,22,0.003657740039190072
4,23,0.005225342913128674
4,24,0.003919007184846506
4,25,0.0033964728935336383
4,26,0.0022207707380796863
4,27,0.0030045721750489875
4,28,0.0022207707380796863
4,29,0.0022207707380796863
4,30,0.0015676028739386022
4,31,0.002743305029392554
4,32,0.0013063357282821686
4,33,0.001045068582625735
4,34,0.001959503592423253
4,35,0.0023514043109079032
4,36,0.0014369693011103853
4,37,0.0011757021554539516
4,38,0.000914435009797518
4,39,0.000914435009797518
4,40,0.0006531678641410843
4,41,0.0014369693011103853
4,42,0.0007838014369693011
4,43,0.0014369693011103853
4,44,0.0005225342913128674
4,45,0.0005225342913128674
4,46,0.0006531678641410843
4,47,0.0002612671456564337
4,48,0.001045068582625735
4,49,0.00013063357282821686
4,50,0.00039190071848465056
4,51,0.0002612671456564337
4,52,0.0005225342913128674
4,53,0.00039190071848465056
4,55,0.0005225342913128674
4,56,0.0002612671456564337
4,57,0.0005225342913128674
4,58,0.0007838014369693011
4,67,0.00013063357282821686
4,69,0.00039190071848465056
4,70,0.00039190071848465056
4,71,0.00039190071848465056
4,72,0.00039190071848465056
4,74,0.0002612671456564337
4,75,0.00013063357282821686
4,76,0.00039190071848465056
4,77,0.00013063357282821686
4,78,0.00039190071848465056
4,79,0.00039190071848465056
4,80,0.0006531678641410843
4,82,0.0005225342913128674
4,83,0.0002612671456564337
4,89,0.00013063357282821686
4,92,0.00013063357282821686
5,1,0.2553654743390358
5,2,0.18506998444790046
5,3,0.1343701399688958
5,4,0.08989113530326594
5,5,0.06345256609642301
5,6,0.04821150855365474
5,7,0.035147744945567654
5,8,0.027371695178849145
5,9,0.0208398133748056
5,10,0.018040435458786936
5,11,0.013374805598755831
5,12,0.013063763608087092
5,13,0.011508553654743391
5,14,0.00933125972006221
5,15,0.008398133748055987
5,16,0.0052877138413685845
5,17,0.004043545878693624
5,18,0.002488335925349922
5,19,0.008709175738724729
5,20,0.004665629860031105
5,21,0.0027993779160186624
5,22,0.005598755832037325
5,23,0.0009331259720062209
5,24,0.002488335925349922
5,25,0.0015552099533437014
5,26,0.002488335925349922
5,27,0.0006220839813374805
5,28,0.0006220839813374805
5,30,0.0009331259720062209
5,31,0.001244167962674961
5,32,0.00031104199066874026
5,33,0.0006220839813374805
5,34,0.0015552099533437014
5,36,0.0009331259720062209
5,37,0.001244167962674961
5,38,0.00031104199066874026
5,39,0.0009331259720062209
5,40,0.001244167962674961
5,41,0.0006220839813374805
5,42,0.0009331259720062209
5,43,0.001244167962674961
5,44,0.00031104199066874026
5,45,0.0006220839813374805
5,46,0.0009331259720062209
5,48,0.001244167962674961
5,49,0.0009331259720062209
5,50,0.001244167962674961
5,51,0.00031104199066874026
5,52,0.0009331259720062209
5,53,0.00031104199066874026
5,55,0.00031104199066874026
5,61,0.00031104199066874026
5,64,0.0006220839813374805
5,66,0.0009331259720062209
5,69,0.00031104199066874026
5,70,0.00031104199066874026
5,76,0.0006220839813374805
5,79,0.00031104199066874026
5,82,0.00031104199066874026
5,84,0.0006220839813374805
5,86,0.00031104199066874026
5,97,0.00031104199066874026
6,1,0.46817464492372435
6,2,0.156233561283535
6,3,0.10257759074171488
6,4,0.0631246712256707
6,5,0.04997369805365597
6,6,0.028932140978432403
6,7,0.023145712782745922
6,8,0.017359284587059442
6,9,0.016307206733298264
6,10,0.006838506049447659
6,11,0.00631246712256707
6,12,0.010520778537611783
6,13,0.0026301946344029457
6,14,0.005786428195686481
6,15,0.0015781167806417674
6,16,0.005786428195686481
6,17,0.0015781167806417674
6,18,0.0015781167806417674
6,19,0.0015781167806417674
6,20,0.003682272488164124
6,21,0.0005260389268805891
6,22,0.0015781167806417674
6,23,0.003156233561283535
6,24,0.003156233561283535
6,25,0.0010520778537611783
6,26,0.0026301946344029457
6,27,0.0021041557075223566
6,28,0.0010520778537611783
6,29,0.0005260389268805891
6,30,0.0005260389268805891
6,31,0.0005260389268805891
6,33,0.0010520778537611783
6,34,0.0010520778537611783
6,35,0.0005260389268805891
6,36,0.0005260389268805891
6,37,0.0010520778537611783
6,50,0.0010520778537611783
6,59,0.0005260389268805891
6,79,0.0010520778537611783
6,81,0.0005260389268805891
6,83,0.0005260389268805891
6,86,0.0005260389268805891
6,96,0.0010520778537611783
7,1,0.3473227206946454
7,2,0.17317896767969126
7,3,0.11770381090207428
7,4,0.07380607814761216
7,5,0.056922334780511334
7,6,0.0371442354076218
7,7,0.03135552339604438
7,8,0.015918958031837915
7,9,0.013024602026049204
7,10,0.013024602026049204
7,11,0.015918958031837915
7,12,0.009165460684997588
7,13,0.010130246020260492
7,14,0.009165460684997588
7,15,0.009165460684997588
7,16,0.004341534008683068
7,17,0.005306319343945972
7,18,0.005306319343945972
7,19,0.006753497346840328
7,20,0.001447178002894356
7,21,0.004341534008683068
7,22,0.00482392667631452
7,23,0.003376748673420164
7,24,0.001447178002894356
7,25,0.002894356005788712
7,26,0.003376748673420164
7,27,0.001929570670525808
7,28,0.000964785335262904
7,29,0.001447178002894356
7,30,0.001447178002894356
7,32,0.00241196333815726
7,34,0.001929570670525808
7,35,0.000482392667631452
7,36,0.001447178002894356
7,37,0.001929570670525808
7,41,0.001929570670525808
7,42,0.000964785335262904
7,44,0.000964785335262904
7,45,0.000964785335262904
7,46,0.000482392667631452
7,51,0.000482392667631452
7,55,0.000482392667631452
7,65,0.001929570670525808
7,80,0.000482392667631452
7,82,0.000482392667631452
7,98,0.000482392667631452
8,1,0.24289245982694685
8,2,0.18335393489905233
8,3,0.126905644829007
8,4,0.08879274824886692
8,5,0.053564070869386075
8,6,0.05335805521219613
8,7,0.042439225381128966
8,8,0.031314379892871856
8,9,0.021631644004944377
8,10,0.018129377832715288
8,11,0.015451174289245983
8,12,0.015451174289245983
8,13,0.009270704573547589
8,14,0.007828594973217964
8,15,0.007416563658838072
8,16,0.007416563658838072
8,17,0.005562422744128554
8,18,0.005356407086938607
8,19,0.0026782035434693035
8,20,0.004532344458178822
8,21,0.00638648537288834
8,22,0.0030902348578491965
8,23,0.003296250515039143
8,24,0.0016481252575195715
8,25,0.00288421920065925
8,26,0.001442109600329625
8,27,0.0026782035434693035
8,28,0.0016481252575195715
8,29,0.0016481252575195715
8,30,0.0010300782859497322
8,31,0.0016481252575195715
8,32,0.0016481252575195715
8,33,0.001854140914709518
8,34,0.0012360939431396785
8,35,0.001854140914709518
8,36,0.0008240626287597857
8,37,0.001442109600329625
8,38,0.0012360939431396785
8,39,0.0008240626287597857
8,40,0.001442109600329625
8,41,0.0006180469715698393
8,42,0.0006180469715698393
8,43,0.00041203131437989287
8,44,0.0006180469715698393
8,45,0.00041203131437989287
8,47,0.00041203131437989287
8,48,0.00041203131437989287
8,49,0.0008240626287597857
8,50,0.0006180469715698393
8,51,0.0010300782859497322
8,52,0.0006180469715698393
8,53,0.0008240626287597857
8,54,0.0006180469715698393
8,55,0.00041203131437989287
8,56,0.00041203131437989287
8,57,0.00041203131437989287
8,59,0.0006180469715698393
8,60,0.0006180469715698393
8,62,0.00041203131437989287
8,63,0.00020601565718994644
8,66,0.00041203131437989287
8,68,0.00041203131437989287
8,70,0.00041203131437989287
8,71,0.0006180469715698393
8,72,0.00041203131437989287
8,74,0.00020601565718994644
8,75,0.00041203131437989287
8,78,0.00041203131437989287
8,83,0.00041203131437989287
8,84,0.00041203131437989287
8,85,0.00041203131437989287
8,88,0.00020601565718994644
8,93,0.00020601565718994644
8,95,0.00041203131437989287
8,98,0.00041203131437989287
9,1,0.5354791514264814
9,2,0.14264813460131676
9,3,0.06656912948061448
9,4,0.05998536942209217
9,5,0.04462326261887344
9,6,0.01755669348939283
9,7,0.027798098024871983
9,8,0.02121433796634967
9,9,0.016825164594001463
9,10,0.008778346744696415
9,11,0.010972933430870519
9,12,0.008778346744696415
9,13,0.0073152889539136795
9,14,0.0043891733723482075
9,15,0.002926115581565472
9,16,0.002926115581565472
9,17,0.001463057790782736
9,18,0.000731528895391368
9,19,0.0036576444769568397
9,21,0.0021945866861741038
9,22,0.002926115581565472
9,23,0.0021945866861741038
9,28,0.001463057790782736
9,29,0.000731528895391368
9,30,0.000731528895391368
9,45,0.000731528895391368
9,47,0.0021945866861741038
9,61,0.000731528895391368
9,89,0.000731528895391368
9,104,0.000731528895391368
10,1,0.32967032967032966
10,2,0.17216117216117216
10,3,0.11721611721611722
10,4,0.08058608058608059
10,5,0.057997557997558
10,6,0.04151404151404151
10,7,0.03785103785103785
10,8,0.02197802197802198
10,9,0.023809523809523808
10,10,0.017094017094017096
10,11,0.013431013431013432
10,12,0.014041514041514042
10,13,0.006715506715506716
10,14,0.01098901098901099
10,15,0.007936507936507936
10,16,0.004884004884004884
10,17,0.005494505494505495
10,18,0.0018315018315018315
10,19,0.004273504273504274
10,20,0.001221001221001221
10,21,0.001221001221001221
10,22,0.0030525030525030525
10,23,0.0006105006105006105
10,24,0.001221001221001221
10,25,0.0018315018315018315
10,26,0.003663003663003663
10,27,0.001221001221001221
10,28,0.001221001221001221
10,29,0.0030525030525030525
10,30,0.001221001221001221
10,31,0.001221001221001221
10,32,0.002442002442002442
10,34,0.0006105006105006105
10,36,0.0006105006105006105
10,37,0.0006105006105006105
10,38,0.0006105006105006105
10,40,0.0006105006105006105
10,41,0.0018315018315018315
10,42,0.0006105006105006105
10,44,0.0006105006105006105
10,46,0.0006105006105006105
10,50,0.0006105006105006105
11,1,0.23780487804878048
11,2,0.18974175035868004
11,3,0.12015781922525108
11,4,0.09146341463414634
11,5,0.0703012912482066
11,6,0.047345767575322814
11,7,0.04196556671449068
11,8,0.02977044476327116
11,9,0.02223816355810617
11,10,0.019368723098995694
11,11,0.018651362984218076
11,12,0.012553802008608322
11,13,0.012553802008608322
11,14,0.011477761836441894
11,15,0.006456241032998565
11,16,0.004662840746054519
11,17,0.005380200860832138
11,18,0.005380200860832138
11,19,0.003586800573888092
11,20,0.004662840746054519
11,21,0.0032281205164992827
11,22,0.0028694404591104736
11,23,0.0028694404591104736
11,24,0.0032281205164992827
11,25,0.0032281205164992827
11,26,0.0014347202295552368
11,27,0.002510760401721664
11,28,0.002510760401721664
11,29,0.0003586800573888092
11,30,0.0007173601147776184
11,31,0.0010760401721664275
11,32,0.0010760401721664275
11,33,0.0007173601147776184
11,34,0.0010760401721664275
11,35,0.0007173601147776184
11,36,0.0007173601147776184
11,37,0.0003586800573888092
11,38,0.0003586800573888092
11,39,0.0003586800573888092
11,41,0.0007173601147776184
11,43,0.0003586800573888092
11,44,0.0003586800573888092
11,45,0.0007173601147776184
11,46,0.0010760401721664275
11,47,0.0003586800573888092
11,48,0.0007173601147776184
11,49,0.0003586800573888092
11,50,0.0003586800573888092
11,52,0.0003586800573888092
11,53,0.0007173601147776184
11,54,0.0014347202295552368
11,56,0.0003586800573888092
11,58,0.0003586800573888092
11,60,0.0003586800573888092
11,62,0.0003586800573888092
11,63,0.0003586800573888092
11,70,0.0003586800573888092
11,71,0.0003586800573888092
11,74,0.0003586800573888092
11,75,0.0003586800573888092
11,77,0.0014347202295552368
11,84,0.0003586800573888092
11,90,0.0007173601147776184
11,93,0.0007173601147776184
11,97,0.0007173601147776184
11,103,0.0003586800573888092
12,1,0.48512820512820515
12,2,0.12512820512820513
12,3,0.07897435897435898
12,4,0.05128205128205128
12,5,0.05641025641025641
12,6,0.03487179487179487
12,7,0.03076923076923077
12,8,0.024615384615384615
12,9,0.011282051282051283
12,10,0.013333333333333334
12,11,0.009230769230769232
12,12,0.005128205128205128
12,13,0.0041025641025641026
12,14,0.006153846153846154
12,15,0.006153846153846154
12,16,0.0020512820512820513
12,17,0.0020512820512820513
12,18,0.005128205128205128
12,19,0.0041025641025641026
12,20,0.0041025641025641026
12,21,0.006153846153846154
12,23,0.003076923076923077
12,24,0.003076923076923077
12,26,0.0010256410256410256
12,27,0.0041025641025641026
12,28,0.0010256410256410256
12,29,0.0010256410256410256
12,30,0.0010256410256410256
12,31,0.0020512820512820513
12,33,0.0020512820512820513
12,34,0.0010256410256410256
12,39,0.0020512820512820513
12,42,0.0020512820512820513
12,46,0.0020512820512820513
12,53,0.0020512820512820513
12,54,0.0020512820512820513
12,55,0.003076923076923077
12,78,0.0010256410256410256
13,1,0.4371584699453552
13,2,0.1281117182756527
13,3,0.0904675166970249
13,4,0.06800242865816636
13,5,0.04644808743169399
13,6,0.037037037037037035
13,7,0.02459016393442623
13,8,0.0230722525804493
13,9,0.021250758955676987
13,10,0.016697024893746207
13,11,0.01092896174863388
13,12,0.01092896174863388
13,13,0.009714632665452338
13,14,0.009411050394656952
13,15,0.006375227686703097
13,16,0.003946569520340012
13,17,0.00273224043715847
13,18,0.005768063145112325
13,19,0.003946569520340012
13,20,0.006375227686703097
13,21,0.0021250758955676987
13,22,0.0021250758955676987
13,23,0.0018214936247723133
13,24,0.003339404978749241
13,25,0.0009107468123861566
13,26,0.0015179113539769277
13,27,0.003946569520340012
13,28,0.0024286581663630845
13,29,0.0024286581663630845
13,30,0.0012143290831815423
13,31,0.0006071645415907711
13,32,0.0015179113539769277
13,34,0.00030358227079538557
13,35,0.0009107468123861566
13,36,0.0015179113539769277
13,37,0.0006071645415907711
13,38,0.0006071645415907711
13,39,0.0012143290831815423
13,41,0.0012143290831815423
13,42,0.0015179113539769277
13,43,0.0009107468123861566
13,44,0.0012143290831815423
13,46,0.00030358227079538557
13,48,0.00030358227079538557
13,51,0.0006071645415907711
13,57,0.0006071645415907711
13,60,0.00030358227079538557
13,63,0.00030358227079538557
13,65,0.00030358227079538557
13,85,0.00030358227079538557
14,1,0.27429039301310043
14,2,0.19323144104803494
14,3,0.126910480349345
14,4,0.08051310043668122
14,5,0.06823144104803494
14,6,0.040120087336244545
14,7,0.03302401746724891
14,8,0.0212882096069869
14,9,0.024017467248908297
14,10,0.01937772925764192
14,11,0.012827510917030568
14,12,0.011735807860262008
14,13,0.01037117903930131
14,14,0.01037117903930131
14,15,0.007641921397379912
14,16,0.0054585152838427945
14,17,0.008733624454148471
14,18,0.0049126637554585155
14,19,0.0027292576419213972
14,20,0.0035480349344978166
14,21,0.0024563318777292577
14,22,0.004366812227074236
14,23,0.002183406113537118
14,24,0.003002183406113537
14,25,0.002183406113537118
14,26,0.003002183406113537
14,27,0.0008187772925764192
14,28,0.0002729257641921397
14,29,0.001910480349344978
14,30,0.001091703056768559
14,31,0.0016375545851528383
14,32,0.001910480349344978
14,33,0.0013646288209606986
14,34,0.001910480349344978
14,35,0.0002729257641921397
14,36,0.0002729257641921397
14,37,0.0005458515283842794
14,38,0.0005458515283842794
14,39,0.0002729257641921397
14,40,0.001091703056768559
14,41,0.0005458515283842794
14,42,0.0005458515283842794
14,43,0.0005458515283842794
14,44,0.0024563318777292577
14,45,0.0002729257641921397
14,46,0.0002729257641921397
14,47,0.001091703056768559
14,48,0.0005458515283842794
14,49,0.0002729257641921397
14,50,0.0005458515283842794
14,52,0.0002729257641921397
14,53,0.0005458515283842794
14,60,0.0005458515283842794
14,63,0.0005458515283842794
14,64,0.0002729257641921397
14,83,0.0002729257641921397
15,1,0.29516288252714706
15,2,0.15202369200394866
15,3,0.1194471865745311
15,4,0.08489634748272458
15,5,0.07305034550839092
15,6,0.044422507403751234
15,7,0.028627838104639685
15,8,0.023692003948667325
15,9,0.018756169792694965
15,10,0.024679170779861797
15,11,0.014807502467917079
15,12,0.014807502467917079
15,13,0.0029615004935834156
15,14,0.013820335636722606
15,15,0.011846001974333662
15,17,0.003948667324777887
15,18,0.0019743336623889436
15,19,0.003948667324777887
15,20,0.007897334649555774
15,21,0.008884501480750246
15,22,0.0029615004935834156
15,23,0.0009871668311944718
15,25,0.004935834155972359
15,26,0.007897334649555774
15,27,0.004935834155972359
15,28,0.005923000987166831
15,30,0.0029615004935834156
15,34,0.0019743336623889436
15,36,0.003948667324777887
15,37,0.0019743336623889436
15,49,0.0009871668311944718
15,50,0.0019743336623889436
15,51,0.0019743336623889436
15,52,0.0009871668311944718
15,53,0.0019743336623889436
15,70,0.0009871668311944718
15,73,0.0019743336623889436
15,91,0.0009871668311944718
16,1,0.25493752519145507
16,2,0.17230955259975816
16,3,0.12353889560661024
16,4,0.08766626360338574
16,5,0.06932688432083838
16,6,0.046553808948004836
16,7,0.03829101168883515
16,8,0.03305118903667876
16,9,0.022168480451430876
16,10,0.016324062877871828
16,11,0.017936316001612253
16,12,0.014510278113663845
16,13,0.015517936316001612
16,14,0.009673518742442563
16,15,0.00947198710197501
16,16,0.008061265618702136
16,17,0.007255139056831923
16,18,0.005441354292623942
16,19,0.005642885933091495
16,20,0.003022974607013301
16,21,0.005239822652156389
16,22,0.0038291011688835145
16,23,0.002015316404675534
16,24,0.0016122531237404273
16,25,0.0022168480451430876
16,26,0.0018137847642079807
16,27,0.0018137847642079807
16,28,0.0026199113260781943
16,29,0.0012091898428053204
16,30,0.0018137847642079807
16,31,0.0016122531237404273
16,32,0.0018137847642079807
16,33,0.0012091898428053204
16,34,0.0012091898428053204
16,36,0.0014107214832728737
16,37,0.001007658202337767
16,38,0.0008061265618702137
16,39,0.00020153164046755341
16,40,0.00040306328093510683
16,41,0.00040306328093510683
16,42,0.00020153164046755341
16,43,0.00020153164046755341
16,46,0.00020153164046755341
16,47,0.00020153164046755341
16,48,0.0006045949214026602
16,51,0.0006045949214026602
16,52,0.00040306328093510683
16,53,0.00040306328093510683
16,54,0.00020153164046755341
16,56,0.00040306328093510683
16,67,0.0006045949214026602
16,74,0.00020153164046755341
16,91,0.00040306328093510683
16,92,0.00040306328093510683
17,1,0.18231046931407943
17,2,0.19097472924187725
17,3,0.13610108303249097
17,4,0.09620938628158844
17,5,0.07093862815884476
17,6,0.05523465703971119
17,7,0.04061371841155235
17,8,0.0315884476534296
17,9,0.02454873646209386
17,10,0.0240072202166065
17,11,0.016245487364620937
17,12,0.014259927797833935
17,13,0.012093862815884477
17,14,0.0092057761732852
17,15,0.009386281588447653
17,16,0.005595667870036101
17,17,0.006678700361010831
17,18,0.009025270758122744
17,19,0.00631768953068592
17,20,0.004332129963898917
17,21,0.003971119133574007
17,22,0.004151624548736462
17,23,0.004151624548736462
17,24,0.0036101083032490976
17,25,0.0018050541516245488
17,26,0.002888086642599278
17,27,0.001624548736462094
17,28,0.002527075812274368
17,29,0.0019855595667870036
17,30,0.001263537906137184
17,31,0.003249097472924188
17,32,0.0023465703971119133
17,33,0.0009025270758122744
17,35,0.0019855595667870036
17,36,0.0010830324909747292
17,37,0.0010830324909747292
17,38,0.001444043321299639
17,39,0.0009025270758122744
17,40,0.0010830324909747292
17,41,0.0010830324909747292
17,42,0.00018050541516245486
17,43,0.00018050541516245486
17,44,0.0010830324909747292
17,45,0.00036101083032490973
17,46,0.0007220216606498195
17,47,0.00018050541516245486
17,48,0.00036101083032490973
17,49,0.0007220216606498195
17,50,0.00018050541516245486
17,51,0.00036101083032490973
17,52,0.00018050541516245486
17,53,0.00036101083032490973
17,54,0.0007220216606498195
17,55,0.00018050541516245486
17,56,0.0007220216606498195
17,57,0.00018050541516245486
17,58,0.00036101083032490973
17,59,0.00036101083032490973
17,61,0.00018050541516245486
17,62,0.00018050541516245486
17,63,0.00018050541516245486
17,64,0.00018050541516245486
17,65,0.00018050541516245486
17,66,0.00018050541516245486
17,69,0.00018050541516245486
17,72,0.00036101083032490973
17,74,0.00018050541516245486
17,76,0.00018050541516245486
17,78,0.00018050541516245486
17,81,0.00036101083032490973
17,84,0.00036101083032490973
17,86,0.00036101083032490973
17,94,0.00018050541516245486
17,95,0.00018050541516245486
17,100,0.00018050541516245486
18,1,0.1793210676341021
18,2,0.17387924332728685
18,3,0.1339725317439751
18,4,0.0891422648354496
18,5,0.05986006737496761
18,6,0.05519564654055455
18,7,0.03757450116610521
18,8,0.03265094584089142
18,9,0.02746825602487691
18,10,0.023062969681264575
18,11,0.01684374190204716
18,12,0.016584607411246437
18,13,0.010624514122829748
18,14,0.014770665975641358
18,15,0.008551438196423945
18,16,0.010365379632029024
18,17,0.011920186576833377
18,18,0.009069707178025395
18,19,0.003627882871210158
18,20,0.003627882871210158
18,21,0.005441824306815237
18,22,0.005182689816014512
18,23,0.006219227779217414
18,24,0.002591344908007256
18,25,0.00466442083441306
18,26,0.0033687483804094327
18,27,0.003109613889608707
18,28,0.00233221041720653
18,29,0.004405286343612335
18,30,0.003627882871210158
18,31,0.002591344908007256
18,32,0.00233221041720653
18,33,0.003109613889608707
18,34,0.001813941435605079
18,35,0.001813941435605079
18,36,0.0015548069448043534
18,37,0.001813941435605079
18,38,0.00233221041720653
18,39,0.001813941435605079
18,40,0.0015548069448043534
18,41,0.0015548069448043534
18,42,0.001295672454003628
18,43,0.0010365379632029023
18,44,0.0005182689816014512
18,45,0.001295672454003628
18,47,0.0010365379632029023
18,48,0.001813941435605079
18,49,0.0015548069448043534
18,50,0.001295672454003628
18,51,0.0005182689816014512
18,52,0.0005182689816014512
18,53,0.0005182689816014512
18,56,0.0010365379632029023
18,57,0.0002591344908007256
18,58,0.0002591344908007256
18,59,0.001295672454003628
18,60,0.0007774034724021767
18,61,0.0007774034724021767
18,62,0.0005182689816014512
18,64,0.0002591344908007256
18,65,0.0002591344908007256
18,68,0.0002591344908007256
18,72,0.0002591344908007256
18,76,0.0002591344908007256
18,79,0.0002591344908007256
18,80,0.0002591344908007256
18,83,0.0002591344908007256
18,88,0.0002591344908007256
19,1,0.25859312549960034
19,2,0.19024780175859313
19,3,0.11670663469224621
19,4,0.09392486011191047
19,5,0.05755395683453238
19,6,0.04596322941646683
19,7,0.035171862509992005
19,8,0.03836930455635491
19,9,0.02238209432454037
19,10,0.01838529176658673
19,11,0.015187849720223821
19,12,0.011590727418065548
19,13,0.012789768185451638
19,14,0.006794564348521183
19,15,0.007993605115907274
19,16,0.007593924860111911
19,17,0.006794564348521183
19,18,0.0019984012789768186
19,19,0.005195843325339729
19,20,0.0031974420463629096
19,21,0.0015987210231814548
19,22,0.0019984012789768186
19,23,0.004796163069544364
19,24,0.0003996802557953637
19,25,0.002398081534772182
19,26,0.002398081534772182
19,27,0.0031974420463629096
19,28,0.001199040767386091
19,29,0.002398081534772182
19,30,0.0007993605115907274
